pokemon,ability,is_hidden,slot,description
marowak-alola,Rock Head,Yes,3,Protects against recoil damage.
greninja-battle-bond,Battle Bond,No,1,Transforms this Pokémon into Ash-Greninja after fainting an opponent.  Water Shuriken's power is 20 and always hits three times.
greninja-ash,Battle Bond,No,1,Transforms this Pokémon into Ash-Greninja after fainting an opponent.  Water Shuriken's power is 20 and always hits three times.
zygarde-10-power-construct,Power Construct,No,1,Transforms 10% or 50% Zygarde into Complete Forme when its HP is below 50%.
zygarde-50-power-construct,Power Construct,No,1,Transforms 10% or 50% Zygarde into Complete Forme when its HP is below 50%.
zygarde-complete,Power Construct,No,1,Transforms 10% or 50% Zygarde into Complete Forme when its HP is below 50%.
gumshoos-totem,Stakeout,No,1,This Pokémon's moves have double power against Pokémon that switched in this turn.
gumshoos-totem,Strong Jaw,No,2,Strengthens biting moves to 1.5× their power.
gumshoos-totem,Adaptability,Yes,3,Increases the same-type attack bonus from 1.5× to 2×.
vikavolt-totem,Levitate,No,1,Evades ground moves.
oricorio-pom-pom,Dancer,No,1,"Whenever another Pokémon uses a dance move, this Pokémon will use the same move immediately afterwards."
oricorio-pau,Dancer,No,1,"Whenever another Pokémon uses a dance move, this Pokémon will use the same move immediately afterwards."
oricorio-sensu,Dancer,No,1,"Whenever another Pokémon uses a dance move, this Pokémon will use the same move immediately afterwards."
lycanroc-midnight,Keen Eye,No,1,Prevents accuracy from being lowered.
lycanroc-midnight,Vital Spirit,No,2,Prevents sleep.
lycanroc-midnight,No Guard,Yes,3,Ensures all moves used by and against the Pokémon hit.
wishiwashi-school,Schooling,No,1,Wishiwashi becomes Schooling Form when its HP is 25% or higher.
lurantis-totem,Leaf Guard,No,1,Protects against major status ailments during strong sunlight.
lurantis-totem,Contrary,Yes,3,Inverts stat changes.
salazzle-totem,Corrosion,No,1,This Pokémon can inflict poison on Poison and Steel Pokémon.
salazzle-totem,Oblivious,Yes,3,Prevents infatuation and protects against captivate.
minior-orange-meteor,Shields Down,No,1,Transforms this Minior between Core Form and Meteor Form.  Prevents major status ailments and drowsiness while in Meteor Form.
minior-yellow-meteor,Shields Down,No,1,Transforms this Minior between Core Form and Meteor Form.  Prevents major status ailments and drowsiness while in Meteor Form.
minior-green-meteor,Shields Down,No,1,Transforms this Minior between Core Form and Meteor Form.  Prevents major status ailments and drowsiness while in Meteor Form.
minior-blue-meteor,Shields Down,No,1,Transforms this Minior between Core Form and Meteor Form.  Prevents major status ailments and drowsiness while in Meteor Form.
minior-indigo-meteor,Shields Down,No,1,Transforms this Minior between Core Form and Meteor Form.  Prevents major status ailments and drowsiness while in Meteor Form.
minior-violet-meteor,Shields Down,No,1,Transforms this Minior between Core Form and Meteor Form.  Prevents major status ailments and drowsiness while in Meteor Form.
minior-red,Shields Down,No,1,Transforms this Minior between Core Form and Meteor Form.  Prevents major status ailments and drowsiness while in Meteor Form.
minior-orange,Shields Down,No,1,Transforms this Minior between Core Form and Meteor Form.  Prevents major status ailments and drowsiness while in Meteor Form.
minior-yellow,Shields Down,No,1,Transforms this Minior between Core Form and Meteor Form.  Prevents major status ailments and drowsiness while in Meteor Form.
minior-green,Shields Down,No,1,Transforms this Minior between Core Form and Meteor Form.  Prevents major status ailments and drowsiness while in Meteor Form.
minior-blue,Shields Down,No,1,Transforms this Minior between Core Form and Meteor Form.  Prevents major status ailments and drowsiness while in Meteor Form.
minior-indigo,Shields Down,No,1,Transforms this Minior between Core Form and Meteor Form.  Prevents major status ailments and drowsiness while in Meteor Form.
minior-violet,Shields Down,No,1,Transforms this Minior between Core Form and Meteor Form.  Prevents major status ailments and drowsiness while in Meteor Form.
mimikyu-busted,Disguise,No,1,Prevents the first instance of battle damage.
mimikyu-totem-disguised,Disguise,No,1,Prevents the first instance of battle damage.
mimikyu-totem-busted,Disguise,No,1,Prevents the first instance of battle damage.
kommo-o-totem,Bulletproof,No,1,"Protects against bullet, ball, and bomb-based moves."
kommo-o-totem,Soundproof,No,2,Protects against sound-based moves.
kommo-o-totem,Overcoat,Yes,3,Protects against damage from weather.
magearna-original,Soul Heart,No,1,This Pokémon's Special Attack rises by one stage every time any Pokémon faints.
pikachu-partner-cap,Static,No,1,Has a 30% chance of paralyzing attacking Pokémon on contact.
pikachu-partner-cap,Lightning Rod,Yes,3,"Redirects single-target electric moves to this Pokémon where possible.  Absorbs Electric moves, raising Special Attack one stage."
marowak-totem,Cursed Body,No,1,Has a 30% chance of Disabling any move that hits the Pokémon.
marowak-totem,Lightning Rod,No,2,"Redirects single-target electric moves to this Pokémon where possible.  Absorbs Electric moves, raising Special Attack one stage."
marowak-totem,Rock Head,Yes,3,Protects against recoil damage.
ribombee-totem,Honey Gather,No,1,The Pokémon may pick up honey after battle.
ribombee-totem,Shield Dust,No,2,Protects against incoming moves' extra effects.
ribombee-totem,Sweet Veil,Yes,3,Prevents friendly Pokémon from sleeping.
rockruff-own-tempo,Own Tempo,No,1,Prevents confusion.
lycanroc-dusk,Tough Claws,No,1,Strengthens moves that make contact to 1.33× their power.
araquanid-totem,Water Bubble,No,1,"Halves damage from Fire moves, doubles damage of Water moves, and prevents burns."
araquanid-totem,Water Absorb,Yes,3,"Absorbs water moves, healing for 1/4 max HP."
togedemaru-totem,Iron Barbs,No,1,Damages attacking Pokémon for 1/8 their max HP on contact.
togedemaru-totem,Lightning Rod,No,2,"Redirects single-target electric moves to this Pokémon where possible.  Absorbs Electric moves, raising Special Attack one stage."
togedemaru-totem,Sturdy,Yes,3,"Prevents being KOed from full HP, leaving 1 HP instead.  Protects against the one-hit KO moves regardless of HP."
necrozma-dusk,Prism Armor,No,1,Reduces super-effective damage to 0.75×.
necrozma-dawn,Prism Armor,No,1,Reduces super-effective damage to 0.75×.
necrozma-ultra,Neuroforce,No,1,Increases super-effective damage dealt to 1.25×.
pikachu-starter,Static,No,1,Has a 30% chance of paralyzing attacking Pokémon on contact.
pikachu-starter,Lightning Rod,Yes,3,"Redirects single-target electric moves to this Pokémon where possible.  Absorbs Electric moves, raising Special Attack one stage."
eevee-starter,Run Away,No,1,Ensures success fleeing from wild battles.
eevee-starter,Adaptability,No,2,Increases the same-type attack bonus from 1.5× to 2×.
eevee-starter,Anticipation,Yes,3,"Notifies all trainers upon entering battle if an opponent has a super-effective move, self destruct, explosion, or a one-hit KO move."
pikachu-world-cap,Static,No,1,Has a 30% chance of paralyzing attacking Pokémon on contact.
pikachu-world-cap,Lightning Rod,Yes,3,"Redirects single-target electric moves to this Pokémon where possible.  Absorbs Electric moves, raising Special Attack one stage."
meowth-galar,Pickup,No,1,Picks up other Pokémon's used and Flung held items.  May also pick up an item after battle.
meowth-galar,Tough Claws,No,2,Strengthens moves that make contact to 1.33× their power.
meowth-galar,Unnerve,Yes,3,Prevents opposing Pokémon from eating held Berries.
ponyta-galar,Run Away,No,1,Ensures success fleeing from wild battles.
ponyta-galar,Pastel Veil,No,2,Prevents the Pokémon and its allies from being poisoned.
ponyta-galar,Anticipation,Yes,3,"Notifies all trainers upon entering battle if an opponent has a super-effective move, self destruct, explosion, or a one-hit KO move."
rapidash-galar,Run Away,No,1,Ensures success fleeing from wild battles.
rapidash-galar,Pastel Veil,No,2,Prevents the Pokémon and its allies from being poisoned.
rapidash-galar,Anticipation,Yes,3,"Notifies all trainers upon entering battle if an opponent has a super-effective move, self destruct, explosion, or a one-hit KO move."
slowpoke-galar,Gluttony,No,1,Makes the Pokémon eat any held Berry triggered by low HP below 1/2 its max HP.
slowpoke-galar,Own Tempo,No,2,Prevents confusion.
slowpoke-galar,Regenerator,Yes,3,Heals for 1/3 max HP upon switching out.
slowbro-galar,Quick Draw,No,1,Enables the Pokémon to move first occasionally.
slowbro-galar,Own Tempo,No,2,Prevents confusion.
slowbro-galar,Regenerator,Yes,3,Heals for 1/3 max HP upon switching out.
farfetchd-galar,Steadfast,No,1,Raises Speed one stage upon flinching.
farfetchd-galar,Scrappy,Yes,3,Lets the Pokémon's normal and fighting moves hit ghost Pokémon.
weezing-galar,Levitate,No,1,Evades ground moves.
weezing-galar,Neutralizing Gas,No,2,Neutralizes abilities of all Pokémon in battle.
weezing-galar,Misty Surge,Yes,3,"When this Pokémon enters battle, it changes the terrain to Misty Terrain."
mr-mime-galar,Vital Spirit,No,1,Prevents sleep.
mr-mime-galar,Screen Cleaner,No,2,"Nullifies effects of Light Screen, Reflect, and Aurora Veil."
mr-mime-galar,Ice Body,Yes,3,Heals for 1/16 max HP after each turn during hail.  Protects against hail damage.
articuno-galar,Competitive,No,1,Raises Special Attack by two stages upon having any stat lowered.
zapdos-galar,Defiant,No,1,Raises Attack two stages upon having any stat lowered.
moltres-galar,Berserk,No,1,Raises this Pokémon's Special Attack by one stage every time its HP drops below half.
slowking-galar,Curious Medicine,No,1,Resets all stat changes upon entering battlefield.
slowking-galar,Own Tempo,No,2,Prevents confusion.
slowking-galar,Regenerator,Yes,3,Heals for 1/3 max HP upon switching out.
corsola-galar,Weak Armor,No,1,Raises Speed and lowers Defense by one stage each upon being hit by a physical move.
corsola-galar,Cursed Body,Yes,3,Has a 30% chance of Disabling any move that hits the Pokémon.
zigzagoon-galar,Pickup,No,1,Picks up other Pokémon's used and Flung held items.  May also pick up an item after battle.
zigzagoon-galar,Gluttony,No,2,Makes the Pokémon eat any held Berry triggered by low HP below 1/2 its max HP.
zigzagoon-galar,Quick Feet,Yes,3,Increases Speed to 1.5× with a major status ailment.
linoone-galar,Pickup,No,1,Picks up other Pokémon's used and Flung held items.  May also pick up an item after battle.
linoone-galar,Gluttony,No,2,Makes the Pokémon eat any held Berry triggered by low HP below 1/2 its max HP.
linoone-galar,Quick Feet,Yes,3,Increases Speed to 1.5× with a major status ailment.
darumaka-galar,Hustle,No,1,"Strengthens physical moves to inflict 1.5× damage, but decreases their accuracy to 0.8×."
darumaka-galar,Inner Focus,Yes,3,Prevents flinching.
darmanitan-galar-standard,Gorilla Tactics,No,1,Boosts the Pokémon's Attack stat but only allows the use of the first selected move.
darmanitan-galar-standard,Zen Mode,Yes,3,"Changes darmanitan's form after each turn depending on its HP: Zen Mode below 50% max HP, and Standard Mode otherwise."
darmanitan-galar-zen,Gorilla Tactics,No,1,Boosts the Pokémon's Attack stat but only allows the use of the first selected move.
darmanitan-galar-zen,Zen Mode,Yes,3,"Changes darmanitan's form after each turn depending on its HP: Zen Mode below 50% max HP, and Standard Mode otherwise."
yamask-galar,Wandering Spirit,No,1,Swaps abilities with opponents on contact.
stunfisk-galar,Mimicry,No,1,Changes type depending on the terrain.
zygarde-10,Aura Break,No,1,Makes dark aura and fairy aura weaken moves of their respective types.
cramorant-gulping,Gulp Missile,No,1,"If a Cramorant with Gulp Missile uses Surf or Dive, it catches prey and changes its form depending on its remaining HP."
cramorant-gorging,Gulp Missile,No,1,"If a Cramorant with Gulp Missile uses Surf or Dive, it catches prey and changes its form depending on its remaining HP."
toxtricity-low-key,Punk Rock,No,1,Boosts sound-based moves and halves damage from the same moves.
toxtricity-low-key,Minus,No,2,Increases Special Attack to 1.5× when a friendly Pokémon has plus or minus.
toxtricity-low-key,Technician,Yes,3,Strengthens moves of 60 base power or less to 1.5× their power.
eiscue-noice,Ice Face,No,1,"The Pokémon’s ice head can take a physical attack as a substitute, but the attack also changes the Pokémon’s appearance. The ice will be restored when it snows."
indeedee-female,Own Tempo,No,1,Prevents confusion.
indeedee-female,Synchronize,No,2,"Copies burns, paralysis, and poison received onto the Pokémon that inflicted them."
indeedee-female,Psychic Surge,Yes,3,"When this Pokémon enters battle, it changes the terrain to Psychic Terrain."
morpeko-hangry,Hunger Switch,No,1,"Causes Morpeko to change its form each turn, alternating between Full Belly Mode and Hangry Mode"
zacian-crowned,Intrepid Sword,No,1,Boosts Attack in battle.
zamazenta-crowned,Dauntless Shield,No,1,Boosts Defense in battle.
eternatus-eternamax,Pressure,No,1,Increases the PP cost of moves targetting the Pokémon by one.
urshifu-rapid-strike,Unseen Fist,No,1,Contact moves can strike through Protect/Detect.
zarude-dada,Leaf Guard,No,1,Protects against major status ailments during strong sunlight.
calyrex-ice,As One Glastrier,No,1,
calyrex-shadow,As One Spectrier,No,1,
venusaur-gmax,Overgrow,No,1,Strengthens grass moves to inflict 1.5× damage at 1/3 max HP or less.
venusaur-gmax,Chlorophyll,Yes,3,Doubles Speed during strong sunlight.
charizard-gmax,Blaze,No,1,Strengthens fire moves to inflict 1.5× damage at 1/3 max HP or less.
charizard-gmax,Solar Power,Yes,3,Increases Special Attack to 1.5× but costs 1/8 max HP after each turn during strong sunlight.
